id	text	labels
10239:4	Ну а о качестве и исполнении блюд даже нечего говорить!	[('food quality', 'positive', 'качестве и исполнении блюд'), ('food quality', 'positive', 'блюд')]
10239:5	Взяли все разные салаты и горячие, и все остались очень довольны (ирыба, и мясо, и птица).	[('food quality', 'positive', 'салаты'), ('food quality', 'positive', 'горячие'), ('food quality', 'positive', 'ирыба'), ('food quality', 'positive', 'мясо'), ('food quality', 'positive', 'птица')]
10239:6	Все красиво украшено и приготовлено прямо перед подачей на стол.	[('food quality', 'positive', 'NULL')]
10239:7	"Думаю, что этот доселе незнакомый нам в центре города ресторан ""Веритас"", станет нашим семейным местом встреч!"	"[('restaurant general', 'positive', 'ресторан ""Веритас""')]"
10239:8	"Теперь при вопросе от знакомых ""в какой ресторан сходить с гостями из Москвы или отпраздновать день рождения?"" мы будем советовать ""Веритас""."	"[('restaurant general', 'positive', '""Веритас""')]"
10239:9	Большое спасибо персоналу ресторана за душевный и качественный прием.	[('service general', 'positive', 'персоналу'), ('service general', 'positive', 'прием')]
1032:1	После посещения желания прийти ещё раз нет.	[('restaurant general', 'negative', 'NULL')]
1032:2	Очень много недочетов как в работе официантов так и в блюдах. 1.	[('service general', 'negative', 'официантов'), ('food quality', 'negative', 'блюдах')]
1032:4	К большому удивлению пицца (ещё раз - из детского меню!) была на столько острая, что и взрослые не смогли её есть, не говоря уже о ребенке.	[('food quality', 'negative', 'пицца')]
1032:5	Официант вообще прокомментировала это так, что детское меню - это для взрослых, которые хотят заказать маленькие порции, а не для детей. :)) 2.	[('service general', 'negative', 'Официант')]
1032:6	Попросили принести обычный яблочный сок, не свежевыжатый, принесли свежевыжатый, пришлось вернуть. 3.	[('service general', 'negative', 'NULL')]
1032:7	"Просили принести ""свежевыжатый сок в большом стакане + газированную воду"" сок принесли в маленьком стакане про воду забыли. 4."	[('service general', 'negative', 'NULL')]
1032:9	"Официант сказал ""у нас все вкусное"" и помочь с выбором не смог."	[('service general', 'negative', 'Официант')]
1032:10	За кухню оценка 3, т.к. из всего заказа понравилась только панакота.	[('food quality', 'negative', 'кухню'), ('food quality', 'positive', 'панакота')]
1032:11	Салат Цезарь был так себе + очень острая пицца из детского меню.	[('food quality', 'negative', 'Салат Цезарь'), ('food quality', 'negative', 'пицца')]
1032:12	"За сервис 3, т.к. официант путала заказы, не могла помочь с выбором (или не хотела, когда клиент просит помочь определиться, он не хочет услышать ""все вкусное, берите все"")."	[('service general', 'negative', 'сервис'), ('service general', 'negative', 'официант')]
1032:13	"А мнение что детское меню не для детей, вообще ""убило""."	[('service general', 'negative', 'NULL')]
1032:14	Из плюсов хочу отметить няню в детской комнате, очень милая девушка, ребенку очень понравилась.	[('service general', 'positive', 'няню'), ('service general', 'positive', 'девушка')]
10354:0	Я не ходила в этот ресторан в детстве, не знаю, как всё было когда-то, но сейчас это вполне симпатичное и уютное заведение с хорошей кухней.	[('restaurant general', 'positive', 'заведение'), ('ambience general', 'positive', 'заведение'), ('food quality', 'positive', 'кухней')]
10354:2	Администрация любезно предоставила нам новый банкетный зал, где мы закрылись, включили свою музыку, курили кальян, веселились, и нам никто не мешал.	[('service general', 'positive', 'Администрация')]
10354:3	Кухня всем друзьям понравилась, обслуживание тоже (девушки-официантки замечательные).	[('food quality', 'positive', 'Кухня'), ('service general', 'positive', 'обслуживание'), ('service general', 'positive', 'девушки-официантки')]
10354:4	Меня же больше всего порадовало, что администрация пошла нам навстречу и сделала хорошую скидку на банкет :)	[('restaurant prices', 'positive', 'NULL'), ('service general', 'positive', 'администрация')]
10354:5	"Уже через неделю моя подруга вернулась в ""Чебурек"" со своими родными, где они отметили юбилей отца."	"[('restaurant general', 'positive', '""Чебурек""')]"
10354:6	Мы также возвращаемся сюда снова и снова.	[('restaurant general', 'positive', 'NULL')]
10354:7	Единственное, что расстраивает - это рост цен.	[('restaurant prices', 'negative', 'NULL')]
10354:8	За последний месяц цены менялись уже два раза.	[('restaurant prices', 'negative', 'NULL')]
10354:9	Растут они по чуть-чуть, но всё равно стоимость ужина на двоих с каждым посещением получалась у нас всё выше и выше :)	[('restaurant prices', 'negative', 'ужин')]
10354:11	Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда).	[('food quality', 'positive', 'чебуреки с сыром сулугуни и зеленью'), ('food quality', 'positive', 'сациви из баклажан'), ('food quality', 'positive', 'суп чанахи'), ('food quality', 'positive', 'хинкали'), ('food quality', 'positive', 'бараньи ножки')]
10354:12	"Всё это не оставит равнодушным никого, очень вкусно и ""аутентично""!))"	[('food quality', 'positive', 'NULL')]
1052:1	Возвращаться туда заставляла лишь хорошая кухня..	[('food quality', 'positive', 'кухня')]
1052:3	Неплохой выбор вин.	[('drinks style_options', 'neutral', 'вин')]
1052:4	Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера...	[('ambience general', 'positive', 'Интерьер'), ('restaurant miscellaneous', 'positive', 'гардероб'), ('ambience general', 'positive', 'диваны'), ('ambience general', 'positive', 'музыка'), ('ambience general', 'positive', 'атмосфера')]
1052:6	Обслуживание отвратительно!	[('service general', 'negative', 'Обслуживание')]
1052:7	"Навсегда останется в памяти официант, который обращался к нам исключительно на ""ты"", дерзил, а когда ему было сделано замечание, он нам сообщил, что он поругался со своей девушкой и у него отвратительное настроение!"	[('service general', 'negative', 'официант')]
1052:9	Муж заказал стейк и мы често ждали его прибытия больше часа!	[('service general', 'negative', 'NULL')]
1052:10	Когда наша официантка все таки соизволила появиться (сидели мы почти у входа), от стейка мы отказались, но он волшебным образом всё равно оказался на столе уже через 5 минут и пришлось долго объяснять официантке, что его уже никто есть не будет!...	[('service general', 'negative', 'официантка')]
1052:11	Резюме следующее: место в целом отличное, цены не кусаются, но следует серьезно задуматься о замене персонала...	[('restaurant prices', 'positive', 'NULL'), ('restaurant general', 'positive', 'место'), ('service general', 'negative', 'персонала')]
10625:2	Нам любезно предложили разместиться в ресторане, а пирожные пообещали принести туда.	[('service general', 'positive', 'NULL')]
10625:5	Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется.	[('ambience general', 'positive', 'вентиляция')]
10625:6	То что мы заказывали, нам понравилось.	[('food quality', 'positive', 'NULL')]
10625:7	Интерьер спокойный, сделано со вкусом, но без особых изысков.	[('ambience general', 'neutral', 'Интерьер')]
10625:9	Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа.	[('service general', 'negative', 'сервиса'), ('service general', 'negative', 'официантка')]
10625:10	Но в остальном всё вежливо и предупредительно.	[('service general', 'positive', 'NULL')]
10625:12	Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех.	[('food style_options', 'negative', 'повар'), ('food style_options', 'negative', 'майонез'), ('food style_options', 'negative', 'соус')]
10625:14	В общем, зайдём в это место снова.	[('restaurant general', 'positive', 'место')]
10645:2	Про сервис ничего негативного не скажешь- быстро подходят, все улябаются, подходят спрашивают, всё ли нравится.	[('service general', 'neutral', 'сервис')]
10645:4	Интерьер на любителя, но мило и удобно.	[('ambience general', 'neutral', 'Интерьер')]
10645:5	Еда хорошая.	[('food quality', 'positive', 'Еда')]
10645:6	Вкусно, не так дорого.	[('food quality', 'positive', 'NULL'), ('food prices', 'positive', 'NULL')]
10645:10	Я лично ожидал чуть боьше блюд из мяса в таком ресторане на мангале.	[('food style_options', 'negative', 'блюд из мяса')]
10645:11	С другой стороны по одному шашлыку есть из каждого вида мяса, в принципе хватает, но хочется чего то необычное увидеть..	[('food style_options', 'neutral', 'шашлыку')]
10663:1	Прямо с порога радушное отношение.	[('service general', 'positive', 'отношение')]
10663:2	Очень вежливый и приятный мужчина из гардероба.	[('service general', 'positive', 'мужчина из гардероба')]
10663:3	Улыбка, настроение улучшается!.	[('service general', 'positive', 'NULL')]
10663:4	Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет).	[('service general', 'positive', 'администратора'), ('service general', 'positive', 'девушка')]
10663:5	Оставили координаты, в этот же вечер было получено на почту меню.	[('service general', 'positive', 'NULL')]
10663:6	Девушки официантки все здороваются и улыбаются, интерьер потрясающий.	[('service general', 'positive', 'Девушки официантки'), ('ambience general', 'positive', 'интерьер')]
10663:8	Опять радушная встреча в гардеробе.	[('service general', 'positive', 'встреча')]
10663:9	Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!	[('service general', 'positive', 'NULL'), ('drinks quality', 'positive', 'чая')]
10663:10	Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное.	[('service general', 'positive', 'Девушка официантка'), ('service general', 'positive', 'обслуживание')]
10663:11	Кухня очень хорошая!	[('food quality', 'positive', 'Кухня')]
10663:12	Мясо из своей коптильни потрясающее, вкуснятина!	[('food quality', 'positive', 'Мясо')]
10663:13	Порции большие.	[('food quality', 'positive', 'Порции')]
10663:14	Остались очень довольны!	[('restaurant general', 'positive', 'NULL')]
10663:15	Сомнений по поводу выбора ресторана на свадьбу не возникло, надеюсь, что в самый важный день нашей жизни мы тоже останемся довольны, на этой неделе идем заказывать :).	[('restaurant general', 'positive', 'ресторана')]
10663:16	Всем советую сходить в это замечательное место!	[('restaurant general', 'positive', 'место')]
10798:1	Могу сказать одно - нашли место, куда действительно стоит зайти каждому и приятно провести время в тихой, уютной обстановке.	[('restaurant general', 'positive', 'место'), ('ambience general', 'positive', 'обстановке')]
10798:2	Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо.	[('ambience general', 'positive', 'свечи'), ('ambience general', 'positive', 'кресла'), ('ambience general', 'positive', 'приглушенный свет'), ('ambience general', 'positive', 'музыка'), ('ambience general', 'positive', 'аромат')]
10798:3	Японская кухня - на 5+..от запченных роллов сложно было оторваться)	[('food quality', 'positive', 'Японская кухня'), ('food quality', 'positive', 'запченных роллов')]
10798:4	Европейская кухня не отстает..)все по высшему разрду. за достаточно низкие цены очень вкусно.и сервис..приятные девушки, очень быстро принесли заказ, все здорово.	[('food prices', 'positive', 'Европейская кухня'), ('food quality', 'positive', 'Европейская кухня'), ('service general', 'positive', 'сервис'), ('service general', 'positive', 'девушки')]
10798:5	коктели и алкоголь видно что не разбавленные и тоже на 5+. в общем вывод один - еще и еще туда будм приходить и не раз! советую.	[('drinks quality', 'positive', 'коктели'), ('drinks quality', 'positive', 'алкоголь')]
10825:0	Побывали впервые в День всех влюбленных в этом ресторане,уж очень понравился видео ролик этого ресторана и мы решили сходить.	[('restaurant general', 'positive', 'ресторана')]
10825:1	Интерьер на высоком уровне,при входе нас встретил молодой человек и предложил выбрать понравившийся нам столик и предупредил нас, что горячее придется немного дольше подождать т.к. в ресторане было не мало народу,но нас это не смутило,поскольку мы заранее были предупреждены,а это не мало важно.	[('ambience general', 'positive', 'Интерьер'), ('service general', 'positive', 'молодой человек')]
10825:2	Качество кухни было без замечаний,обслуживание было достаточно внимательное на наш взгляд,но было немного видно,что некая суета присутствовала.	[('food quality', 'neutral', 'Качество кухни'), ('service general', 'positive', 'обслуживание')]
10825:3	В целом,мы остались под хорошим впечатлением о проведенном вечере.	[('restaurant general', 'positive', 'NULL')]
10847:1	Обстановка милая, уютная.	[('ambience general', 'positive', 'Обстановка')]
10847:2	Есть, конечно, как и в любом другом кафе столики, которые уютными не назовешь, но всем не угодишь и в целом мне обстановка понравилась.	[('ambience general', 'positive', 'обстановка')]
10847:3	Сразу видно, что к интерьеру подходили как можно тщательнее, это радует.	[('ambience general', 'positive', 'интерьеру')]
10847:4	Администратор и официанты весьма вежливы.	[('service general', 'positive', 'Администратор'), ('service general', 'positive', 'официанты')]
10847:5	В кафе чувствуется от персонала, что люди хотят работать и это им нравится, а это самое главное!)	[('service general', 'positive', 'персонала')]
10847:6	Никаких задержек при подаче блюд/напитков не было.	[('service general', 'positive', 'NULL')]
10847:7	Единственное удивление образовалось, когда на десерт мне принесли ложку вместо десертной вилки, но это проблем не вызвало.	[('service general', 'negative', 'NULL')]
10847:8	Но вы попробовали бы этот десерт м.м.м.	[('food quality', 'positive', 'десерт')]
10847:9	Десерт был очень вкусный, нам понравилось)	[('food quality', 'positive', 'Десерт')]
10847:10	Суши панированные в рыбных сухарях или как-то так вызвали очень много восхищения, т.к. это было действительно вкусно.	[('food quality', 'positive', 'Суши панированные в рыбных сухарях')]
10847:11	По кухне можно сказать, что это кафе для тех, кто любит соотношение цены и качества.	[('food quality', 'positive', 'кухне'), ('restaurant prices', 'positive', 'кафе')]
10847:13	В целом кафе оставляет очень приятные воспоминания.	[('restaurant general', 'positive', 'кафе')]
10847:14	Всем очень рекомендую сходить и попробовать местную японскую кухню.	[('food quality', 'positive', 'японскую кухню')]
10847:15	На втором этаже на диванчиках весьма удобно разместиться компанией.	[('ambience general', 'positive', 'втором этаже'), ('ambience general', 'positive', 'диванчиках')]
10942:1	Безумно понравилось.	[('restaurant general', 'positive', 'NULL')]
10942:2	Гости в восторге.	[('restaurant general', 'positive', 'NULL')]
10942:3	Прекрасный интерьер, хорошее обслуживание, быстро, ненавязчиво.	[('ambience general', 'positive', 'интерьер'), ('service general', 'positive', 'обслуживание')]
10942:4	Кухня понравилась.	[('food quality', 'positive', 'Кухня')]
10942:5	Есть и восточные блюда, и европейские, и японские.	[('food style_options', 'positive', 'блюда')]
10942:6	Так как в нашей компании у всех разные вкусы это очень порадовало, каждый нашел для себя подходящее блюдо.	[('food style_options', 'positive', 'блюдо')]
10942:7	Большие порции, все очень вкусно.	[('food quality', 'positive', 'порции'), ('food style_options', 'positive', 'порции')]
10942:8	Очень понравился кальян.	[('restaurant miscellaneous', 'positive', 'кальян')]
10942:9	Так же большой выбор коктейлей, некоторые очень неплохие.	[('drinks style_options', 'positive', 'коктейлей')]
10942:10	Особенно понравились оргазм и клубничная маргарита.	[('food quality', 'positive', 'оргазм'), ('food quality', 'positive', 'клубничная маргарита')]
10942:11	В целом все остались довольны, все советую!	[('restaurant general', 'positive', 'NULL')]
10985:3	"Была приятно удивлена ""китайским интерьером"" - диванчики как в бистро, скатерти на столах по типу а-ля столовая, европейские светильники/люстры, в общем в плане интерьера китайского никакого абсолютно!"	[('ambience general', 'negative', 'китайским интерьером'), ('ambience general', 'negative', 'диванчики'), ('ambience general', 'negative', 'скатерти на столах'), ('ambience general', 'negative', 'интерьера')]
10985:4	Заведение неуютное.	[('ambience general', 'negative', 'Заведение')]
10985:6	Меню не порадовало - отпечатанные листки, не особо понятен состав блюд и вес, о картинках даже речи не было.	[('food style_options', 'negative', 'Меню'), ('food style_options', 'negative', 'состав блюд')]
10985:7	Ну ладно - с китайской кухней знакомы - заказали говядину, свинину, рис, пару закусок, порции оказались большими, еда - вкусной, принесли все горячее.	[('food quality', 'positive', 'говядину'), ('food quality', 'positive', 'свинину'), ('food quality', 'positive', 'рис'), ('food quality', 'positive', 'закусок'), ('food style_options', 'positive', 'порции'), ('food quality', 'positive', 'еда')]
10985:8	Конечно посуда и сервировка стола могли бы быть и получше.	[('food style_options', 'negative', 'посуда'), ('food style_options', 'negative', 'сервировка')]
10985:9	По поводу сервиса - официантка не здоровалась, не успели сесть - пришла за заказом,правда блюда вынесли быстро, но счет пришлось ждать....при том, что кроме нас было занято всего 2 столика еще.	[('service general', 'negative', 'официантка')]
10985:10	в общем покушать было вкусно, но второй раз идти не хочется - люблю все же чтоб присутствоавал китайский антураж в подобных местах.	[('food quality', 'positive', 'NULL'), ('ambience general', 'negative', 'NULL')]
11027:2	Заходим в ресторан, где нас встречает доброжелательная, красивая девушка.	[('service general', 'positive', 'девушка')]
11027:3	Она провожает к столу, указывает где можно оставить верхнюю одежду(	[('service general', 'positive', 'NULL')]
11027:4	Гардероба в заведении нет, зато есть напольные вешалки) .через несколько минут к нам подошел официант с меню .	[('ambience general', 'neutral', 'NULL'), ('service general', 'positive', 'официант')]
11027:5	Интерьер мне очень понравился!	[('ambience general', 'positive', 'Интерьер')]
11027:6	Весьма необычное и интересное дизайнерское решение.	[('ambience general', 'positive', 'дизайнерское решение')]
11027:7	Все детали продуманы до мелочей и вместе создают замечательную атмосферу тепла и комфорта.	[('ambience general', 'positive', 'атмосферу')]
11027:8	Меню хорошо смотреться и легко читается, а также присутствует специальное предложение.	[('food style_options', 'positive', 'Меню')]
11027:9	Приятно удивили цены.	[('restaurant prices', 'positive', 'NULL')]
11027:10	С сервисом полный порядок.	[('service general', 'positive', 'сервисом')]
11027:11	Официанты Меню знают, работают слажено, внимательны к гостям.	[('service general', 'positive', 'Официанты')]
11027:12	Улыбаются, что всегда приятно. одним словом обслуживание 10баллов придраться не к чему не смотря на большое количество гостей .	[('service general', 'positive', 'обслуживание')]
11027:14	Готовят очень вкусно , особенно шашлыки и наполеон .(спасибо большое поварам )	[('food quality', 'positive', 'шашлыки'), ('food quality', 'positive', 'наполеон')]
11027:15	А еще отличный кавказский базар.	[('restaurant miscellaneous', 'positive', 'кавказский базар')]
11027:17	Благодаря вкусной еде и приятной атмосфере мы остались очень довольны и прекрасно провели вечер!	[('restaurant general', 'positive', 'NULL'), ('food quality', 'positive', 'еде'), ('ambience general', 'positive', 'атмосфере')]
11027:18	Спасибо огромное за чудесный ресторан.	[('restaurant general', 'positive', 'ресторан')]
11027:19	Теперь буду частенько посещать ваше заведение!!!!	[('restaurant general', 'positive', 'заведение')]
1105:0	Один из моих любимых ресторанов.	[('restaurant general', 'positive', 'ресторанов')]
1105:1	С самого открытия посещаю его, так как раньше жила рядом.	[('restaurant general', 'positive', 'NULL')]
1105:2	При открытии подарили дисконтную карту 20% в подарок, и это стало мотивацией к частому посещению.	[('service general', 'positive', 'NULL')]
1105:3	Все всегда все очень вкусное: борщ с копченостями, роллы на гриле, обалденная филадельфия.	[('food quality', 'positive', 'борщ с копченостями'), ('food quality', 'positive', 'роллы на гриле'), ('food quality', 'positive', 'филадельфия')]
1105:5	Поели рибай, после чего сделали вывод, что он был лучше, чем в некоторых стейк-хаусах.	[('food quality', 'positive', 'рибай')]
1105:6	Любимый салат цезарь с креветками тоже был хорош.	[('food quality', 'positive', 'салат цезарь с креветками')]
1105:7	Порции большие, красивые тарелки, хорошее обслуживание.	[('food style_options', 'positive', 'Порции'), ('food style_options', 'positive', 'тарелки'), ('service general', 'positive', 'обслуживание')]
1105:8	По обслуживание отдельно: есть официанты, которые работают с самого открытия-это тоже неплохой показатель качества.	[('service general', 'positive', 'обслуживание'), ('service general', 'positive', 'официанты')]
1105:9	Шеф-повар тоже с самого открытия.	[('service general', 'positive', 'Шеф-повар')]
1105:10	Даже бизнес-ланч вкусный.	[('food quality', 'positive', 'бизнес-ланч')]
1105:12	"Интерьер достаточно спокойный, в бежево-коричневых тонах, но не дешевый, не скажешь, что это какое то кафе у ""черта на куличках""."	[('ambience general', 'neutral', 'Интерьер')]
1105:13	А в этом заведении ни разу не было разочарований за все время-не вру!	[('restaurant general', 'positive', 'заведении')]
1105:14	Это не реклама этого заведения и не какой нибудь пиар, так как не имею никакого отношения к этому заведению.	[('restaurant general', 'positive', 'заведения')]
1105:15	Просто давно хотелось сказать СПАСИБО!	[('restaurant general', 'positive', 'NULL')]
1105:16	Хочется, чтобы вы располагались ближе к центру или в самом центре, так как живу уже в центре.	[('location general', 'neutral', 'NULL')]
1105:17	Пожелание: оставайтесь на том же уровне!	[('restaurant general', 'positive', 'NULL')]
11058:3	Встречают, провожают всем составом.	[('service general', 'positive', 'NULL')]
11058:4	Улыбаются, предлагают попробовать все, что есть в меню.	[('service general', 'positive', 'NULL')]
11058:6	Доброжелательны до предела.	[('service general', 'positive', 'NULL')]
11058:7	Рассказывают по составу блюд, советуют, одним словом : приятны в общении.	[('service general', 'positive', 'NULL')]
11058:8	Приносят,уносят, сервируют, не придерешься, и это почти при полной заполненности зала.	[('service general', 'positive', 'NULL')]
11058:9	Из небольших недостатков стоит отметить , долго ждали блюда, но обслуживающая нас официантка, сгладила все углы.	[('service general', 'neutral', 'официантка')]
11058:10	Как итог вечер удался, спасибо Поленте.	[('restaurant general', 'positive', 'Поленте')]
11102:0	Недавно посетила ресторан по рекомендации друзей.	[('restaurant general', 'positive', 'ресторан')]
11102:1	Интересное меню, особенно порадовало соотношение цена-качество.	[('restaurant prices', 'positive', 'NULL'), ('food style_options', 'positive', 'меню')]
11102:2	Понравился суп в хлебе, нигде такого не пробовала, очень необычно и вкусно.	[('food quality', 'positive', 'суп в хлебе')]
11102:3	Приятный интерьер, улыбчивый персонал, уютная атмосфера.	[('ambience general', 'positive', 'интерьер'), ('service general', 'positive', 'персонал'), ('ambience general', 'positive', 'атмосфера')]
11102:4	Кроме того в одном из залов есть детский уголок!	[('restaurant miscellaneous', 'positive', 'детский уголок')]
11102:5	Так что это прекрасное место не только для тех, кто просто хочет вкусно и недорого покушать, но и для тех, кто желает выбраться отдохнуть всей семьей))).	[('food quality', 'positive', 'NULL'), ('restaurant general', 'positive', 'место'), ('restaurant prices', 'positive', 'место')]
11155:4	К сервису действительно никаких нареканий все было прекрасно(конечно долго ждали, но достойную еду можно и подождать),интерьер такого рода мне нравится, но еда была ужасна(может быть нам не повезло).	[('service general', 'positive', 'сервису'), ('ambience general', 'positive', 'интерьер'), ('food quality', 'negative', 'еда')]
11155:5	Салат цезарь вся тарелка это листья салата, немного бекона по кругу и все это в соусе, сверху сыр (цезарь готовится с курицей).	[('food quality', 'negative', 'Салат цезарь'), ('food quality', 'negative', 'листья салата'), ('food quality', 'negative', 'бекона'), ('food quality', 'negative', 'соусе'), ('food quality', 'negative', 'сыр')]
11155:6	Затем были гребешки вроде ничего, но отдавали уксусом,пюре вместе с ним было пересолено.	[('food quality', 'neutral', 'гребешки'), ('food quality', 'negative', 'уксусом'), ('food quality', 'negative', 'пюре')]
11155:7	Последним блюдом была телятина и к ней картофельная котлета, телятина тоже отдавала уксусом в картофельной котлете оказался волос или животного или человека.	[('food quality', 'negative', 'телятина'), ('food quality', 'negative', 'картофельной котлете')]
11155:9	Нам счет пришел с 10% скидкой, видимо из-за волоса.	[('food prices', 'positive', 'скидкой')]
11155:10	Вообщем, несмотря на то, что была очень голодная съела по ложке из каждого блюда.	[('food quality', 'negative', 'блюда')]
11155:11	Муж заказал улиток и говядину, и то же все отдавало уксусом.	[('food quality', 'negative', 'улиток'), ('food quality', 'negative', 'говядину')]
11155:12	Остались недовольны.	[('food quality', 'negative', 'NULL')]
11155:13	К сожалению, не удалось попробывать знаменитых устриц, они закончились.	[('food style_options', 'negative', 'устриц')]
11155:14	Свежевыжатый сок и хлеб были вкусными (такого хлеба никогда не ела)	[('drinks quality', 'positive', 'Свежевыжатый сок'), ('food quality', 'positive', 'хлеб'), ('food quality', 'positive', 'хлеба')]
11155:16	больше не пойдем.	[('restaurant general', 'negative', 'NULL')]
11267:0	Давно не была в таком ужасном месте.	[('restaurant general', 'negative', 'месте')]
11267:1	"Обслуживание просто ни в какие рамки не лезет, офицантки просто не обращают на тебя никакого внимания, а если уж все-таки удастся кого-нибудь поймать, то на тебя смотрят с таким выражением лица.. ""ах, вам еще и принести что-то надо...""."	[('service general', 'negative', 'Обслуживание'), ('service general', 'negative', 'офицантки')]
