id	text	labels
g1582538-d3877732-r250915172:1	Le menu du jour est très bon et bien servi!	[('food quality', 'positive', 'menu du jour'), ('service general', 'positive', 'NULL')]
g1582538-d3877732-r250915172:2	toujours très original, on y goutte des plats qu'on ne verra pas autre part.	[('restaurant miscellaneous', 'positive', 'NULL'), ('food style_options', 'positive', 'plats')]
g1582538-d3877732-r250915172:3	La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!	[('food style_options', 'positive', 'table des desserts'), ('food quality', 'positive', 'tarte gourmande'), ('food quality', 'positive', 'gâteau')]
g1582538-d3877732-r250915172:4	On se sent un peu comme à la maison avec la qualité bien relevée!	[('ambience general', 'positive', 'NULL'), ('food quality', 'positive', 'NULL')]
g1582538-d3877732-r250915172:5	Et l'équipe est adorable!	[('service general', 'positive', 'équipe')]
g1582538-d3877732-r250915172:6	Y aller également pour la terrasse qui est très jolie!	[('ambience general', 'positive', 'terrasse')]
g1833139-d7211477-r282922737:0	concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!	[('restaurant miscellaneous', 'positive', 'NULL'), ('food quality', 'positive', 'cuisine'), ('ambience general', 'positive', 'endroit'), ('food quality', 'positive', 'tartare'), ('food quality', 'positive', 'frites'), ('food prices', 'positive', 'NULL'), ('food style_options', 'positive', 'frites')]
g1833139-d7211477-r282922737:1	très bien	[('restaurant general', 'positive', 'NULL')]
g187073-d1328515-r282975754:0	2 heures dattentes minumum aucun service et patronne execrable !	[('service general', 'negative', 'attentes'), ('service general', 'negative', 'service'), ('service general', 'negative', 'patronne')]
g187073-d1328515-r282975754:1	Tellement decu a deconseiller vivement !!	[('restaurant general', 'negative', 'NULL')]
g187073-d1328515-r282975754:2	Les anciens patrons navaient rien avoir, la patronne ny connait rien de rien en restauration	[('restaurant general', 'negative', 'NULL')]
g187073-d2234111-r233672137:0	situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar.	"[('ambience general', 'positive', ""terrasse au bord de l'eau""), ('location general', 'positive', 'endroit')]"
g187073-d2234111-r233672137:1	Puis nous avons été, disons, surpris par l'accueil.	[('service general', 'negative', 'accueil')]
g187073-d2234111-r233672137:2	Un personnage assez dédaigneux nous a accueillis à contre cœur au vu de son attitude.	[('service general', 'negative', 'NULL')]
g187073-d2234111-r233672137:3	Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré.	[('food style_options', 'positive', 'repas'), ('food quality', 'positive', 'repas'), ('restaurant general', 'negative', 'lieu')]
g187073-d2234111-r233672137:5	Hormis ce personnage, les autres personnes de ce restaurants furent courtoises et très affables.. dommage	[('service general', 'positive', 'NULL')]
g187073-d2346663-r285268023:0	Au début c'était pas mal du tout puis petit à petit ca a baissé en qualité sans arrêts !	[('restaurant general', 'negative', 'NULL')]
g187073-d2346663-r285268023:1	Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité	[('service general', 'negative', 'service'), ('food quality', 'negative', 'plats'), ('restaurant prices', 'negative', 'NULL'), ('food style_options', 'negative', 'plats')]
g187073-d2705770-r280684337:0	Nous sommes habitués de l'établissement depuis 3ans, et le restaurant ne fais que s'améliorer.	[('restaurant general', 'positive', 'restaurant')]
g187073-d2705770-r280684337:1	La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant.	[('food quality', 'positive', 'cuisine'), ('food style_options', 'positive', 'cuisine'), ('service general', 'positive', 'service')]
g187073-d2705770-r280684337:2	Jamais déçus depuis 3 ans.	[('restaurant general', 'positive', 'NULL')]
g187073-d2705770-r280684337:3	Continuez !	[('restaurant general', 'positive', 'NULL')]
g187073-d6353467-r248081497:0	Nous y sommes allés par hasard et n'avons pas été déçus!	[('restaurant general', 'positive', 'NULL')]
g187073-d6353467-r248081497:1	La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!	[('ambience general', 'positive', 'établissement'), ('service general', 'positive', 'serveurs')]
g187073-d6353467-r248081497:2	Malgré le monde présent, nous avons été rapidement servis.	[('service general', 'positive', 'NULL')]
g187073-d6353467-r248081497:3	La nourriture et le vin proposé étaient succulents.	[('food quality', 'positive', 'nourriture'), ('drinks quality', 'positive', 'vin')]
g187073-d6353467-r248081497:4	Nous y retournerons!	[('restaurant general', 'positive', 'NULL')]
g187075-d1324447-r268262547:0	Accueil minable !	[('service general', 'negative', 'Accueil')]
g187075-d1324447-r268262547:1	Attente interminable !	[('service general', 'negative', 'Attente')]
g187075-d1324447-r268262547:2	Premier plat servi : insectes présents !	[('restaurant miscellaneous', 'negative', 'NULL')]
g187075-d1324447-r268262547:3	Nous alertons le personnel qui rejette la faute sur nous (insectes venant de l'extérieur).	[('service general', 'negative', 'personnel')]
g187075-d1324447-r268262547:5	Deuxième plat servi : encore des INSECTES.	[('restaurant miscellaneous', 'negative', 'NULL')]
g187075-d1324447-r268262547:7	Je déconseille fortement !	[('restaurant general', 'negative', 'NULL')]
g187075-d2494303-r273809197:2	Celui-ci était d'un excellent rapport qualité/prix et très bon en plus.	[('food quality', 'positive', 'NULL'), ('food prices', 'positive', 'NULL')]
g187075-d2494303-r273809197:3	L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel.	[('service general', 'positive', 'accueil'), ('service general', 'positive', 'NULL')]
g187075-d2494303-r273809197:4	Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.	[('food quality', 'positive', 'plat du jour.'), ('food quality', 'positive', 'cuisine')]
g187075-d2494303-r273809197:5	Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif.	[('ambience general', 'positive', 'cadre'), ('ambience general', 'positive', 'maison à colombage'), ('restaurant general', 'positive', 'NULL')]
g187075-d3489527-r254992608:0	Petit restaurant au décor soigné, aux tables bien mises.	[('ambience general', 'positive', 'décor')]
g187075-d3489527-r254992608:1	L'accueil manque un peu de chaleur, le service qui suivra également.	[('service general', 'negative', 'accueil'), ('service general', 'negative', 'service')]
g187075-d3489527-r254992608:2	"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé""."	"[('food style_options', 'negative', 'menus'), ('food quality', 'positive', 'hoummous'), ('food quality', 'positive', 'taboulé'), ('food quality', 'negative', ""purée d'aubergine""), ('food quality', 'negative', 'boulettes')]"
g187075-d3489527-r254992608:3	Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés.	[('food style_options', 'negative', 'NULL'), ('restaurant prices', 'negative', 'NULL')]
g187075-d3489527-r254992608:4	Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.	[('drinks style_options', 'positive', 'carte des vins'), ('service general', 'positive', 'restaurateur')]
g187075-d3489527-r254992608:5	Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !	[('restaurant general', 'positive', 'NULL'), ('food quality', 'negative', 'NULL')]
g187077-d2250282-r285122402:0	A ne pas rater !	[('restaurant general', 'positive', 'NULL')]
g187077-d2250282-r285122402:1	Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !	[('restaurant general', 'positive', 'restaurant'), ('service general', 'positive', 'service'), ('service general', 'positive', 'patronne'), ('food quality', 'positive', 'plats'), ('drinks quality', 'positive', 'vin')]
g187077-d2250282-r285122402:2	Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps	[('restaurant general', 'positive', 'restaurants')]
g187077-d3912314-r240787952:0	Bar tapas le soir, décoration changeante et parfois approximative.	[('ambience general', 'neutral', 'décoration')]
g187077-d3912314-r240787952:1	Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.	[('drinks quality', 'neutral', 'vins'), ('food quality', 'positive', 'tapas'), ('food style_options', 'negative', 'tapas'), ('service general', 'positive', 'personnel')]
g187077-d3984325-r265548233:1	La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.	[('ambience general', 'negative', 'déco'), ('service general', 'positive', 'accueil'), ('service general', 'positive', 'NULL')]
g187077-d3984325-r265548233:2	Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .	[('food quality', 'neutral', 'plats'), ('food style_options', 'neutral', 'plats'), ('food prices', 'neutral', 'plats'), ('ambience general', 'neutral', 'ambiance musicale')]
g187077-d3984325-r265548233:3	Bonne soirée passé dans ce lieu	[('restaurant general', 'positive', 'lieu')]
g187079-d3590623-r272464202:0	Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile.	[('food quality', 'negative', 'Viande de boeuf'), ('food quality', 'negative', 'frites')]
g187079-d3590623-r272464202:1	Service austère.	[('service general', 'negative', 'Service')]
g187079-d3590623-r272464202:3	Nous avons rarement aussi mal mangé à Bordeaux.	[('food quality', 'negative', 'NULL')]
g187079-d3724139-r275447636:0	Déjà il y a un gros loupé niveau hygiène :le cuisinier sort dehors avec ses gants puis retourne en cuisine sans les changer ...	[('restaurant miscellaneous', 'negative', 'NULL')]
g187079-d3724139-r275447636:1	Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)	[('food quality', 'negative', 'viande'), ('food quality', 'negative', 'frites'), ('food quality', 'negative', 'NULL')]
g187079-d3724139-r275447636:2	Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).	[('restaurant prices', 'negative', 'NULL'), ('food style_options', 'negative', 'NULL'), ('restaurant general', 'negative', 'NULL')]
g187079-d817721-r260340034:0	La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.	[('food style_options', 'positive', 'carte'), ('food quality', 'positive', 'produits'), ('restaurant prices', 'negative', 'NULL'), ('restaurant general', 'negative', 'NULL')]
g187079-d817721-r260340034:1	En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.	[('service general', 'negative', 'accueil'), ('service general', 'negative', 'service')]
g187079-d817721-r260340034:2	Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.	[('food quality', 'positive', 'plats'), ('drinks prices', 'negative', 'vins'), ('restaurant prices', 'negative', 'NULL'), ('ambience general', 'positive', 'ambiance'), ('ambience general', 'negative', 'musique'), ('food style_options', 'positive', 'plats')]
g187079-d817721-r280565787:0	Mon coup de coeur de l'année 2014.	[('restaurant general', 'positive', 'NULL')]
g187079-d817721-r280565787:1	Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€.	[('food style_options', 'positive', 'cave à fromage'), ('food prices', 'positive', 'NULL')]
g187079-d817721-r280565787:2	Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).	[('food quality', 'positive', 'salade aux noix'), ('service general', 'positive', 'service'), ('restaurant general', 'positive', 'NULL'), ('food style_options', 'positive', 'NULL')]
g187079-d817721-r280565787:3	Possibilité de manger des plats à la carte sur la thématique du fromage.	[('food style_options', 'neutral', 'plats')]
g187079-d817721-r280565787:4	Très belle cave à vin.	[('drinks quality', 'positive', 'cave à vin')]
g187079-d817721-r280565787:5	20/20 pour ce resto	[('restaurant general', 'positive', 'resto')]
g187087-d1054346-r272330658:0	Un restaurant pour une soirée étape très sympa avec une réception accueillante.	[('restaurant general', 'positive', 'restaurant'), ('service general', 'positive', 'réception')]
g187087-d1054346-r272330658:1	Simple mais efficace pour un repas du soir , à découvrir mais le midi cela doit être bien.	[('restaurant general', 'positive', 'NULL')]
g187087-d1068283-r209933922:0	Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir.	[('food quality', 'positive', 'plats'), ('restaurant general', 'positive', 'NULL')]
g187087-d3727373-r237692994:1	Nous arrivons, le responsable ne nous trouve pas sur les réservations.	[('service general', 'negative', 'NULL')]
g187087-d3727373-r237692994:2	Il nous dit qu'il ne regarde plus internet...Pourquoi proposer l'option dans ce cas ?????	[('service general', 'negative', 'NULL')]
g187087-d3727373-r237692994:3	Et nous case où il peut...	[('service general', 'negative', 'NULL')]
g187087-d3727373-r237692994:4	Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux.	[('food quality', 'negative', 'Pain'), ('service general', 'negative', 'serveuse')]
g187087-d3727373-r237692994:5	Ca a beaucoup changé, nous n'y remettrons plus les pieds.....	[('restaurant general', 'negative', 'NULL')]
g187091-d1325827-r240732814:1	Très déçu:	[('restaurant general', 'negative', 'NULL')]
g187091-d1325827-r240732814:2	Salle tres bruyante	[('ambience general', 'negative', 'Salle')]
g187091-d1325827-r240732814:3	Serveuse très spécial	[('service general', 'negative', 'Serveuse')]
g187091-d1325827-r240732814:4	"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche """	[('food quality', 'negative', 'Repas'), ('food style_options', 'negative', 'Repas'), ('service general', 'negative', 'serveuse')]
g187091-d1325827-r240732814:5	Repas pas tres bien présenté	[('food style_options', 'negative', 'Repas')]
g187091-d1325827-r240732814:6	Digestion compliqué le lendemain tous mes amis et moi même...	[('food quality', 'negative', 'NULL')]
g187091-d1327273-r194284231:0	Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.	[('service general', 'negative', 'Service'), ('service general', 'negative', 'patronne'), ('service general', 'negative', 'NULL'), ('ambience general', 'negative', 'NULL')]
g187091-d1327273-r194284231:1	Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable...	[('service general', 'negative', 'service'), ('restaurant miscellaneous', 'positive', 'NULL')]
g187091-d1327273-r194284231:2	Pourtant les plats sont bons et la déco sympa.	[('food quality', 'positive', 'plats'), ('ambience general', 'positive', 'déco')]
g187091-d2221132-r263477843:2	"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)"	[('food prices', 'positive', 'Menu'), ('food quality', 'positive', 'Menu'), ('food quality', 'positive', 'produits'), ('food style_options', 'positive', 'assiettes'), ('service general', 'positive', 'service'), ('restaurant general', 'negative', 'restaurant'), ('restaurant miscellaneous', 'negative', 'NULL'), ('service general', 'negative', 'accueil'), ('drinks style_options', 'negative', 'vins')]
g187091-d3464501-r235318144:0	Petit restau suggéré par une amie, on ne regrette pas l''expérience !	[('restaurant general', 'positive', 'restau')]
g187091-d3464501-r235318144:1	Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.	[('food quality', 'positive', 'Produits'), ('food quality', 'positive', 'plats'), ('food style_options', 'neutral', 'menu'), ('food quality', 'positive', 'plats')]
g187091-d3464501-r235318144:2	A recommander absolument.	[('restaurant general', 'positive', 'NULL')]
g187091-d5025303-r276491720:0	Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.	[('restaurant miscellaneous', 'positive', 'adresse'), ('food quality', 'positive', 'entrecôte'), ('food quality', 'positive', 'sauce'), ('drinks quality', 'positive', 'vin')]
g187091-d5025303-r276491720:1	Vraiment je recommande chaudement cette adresse.	[('restaurant general', 'positive', 'adresse')]
g187095-d1872852-r270870454:0	J'ai tout aimé ... :-)	[('restaurant general', 'positive', 'NULL')]
g187095-d1872852-r270870454:1	Accueil et service sont agréables et efficaces	[('service general', 'positive', 'NULL'), ('service general', 'positive', 'service')]
g187095-d1872852-r270870454:2	Tous les plats sont bons avec une mention spéciale pour le cassoulet breton	[('food quality', 'positive', 'cassoulet breton'), ('food quality', 'positive', 'plats')]
g187095-d1872852-r270870454:4	Restaurant bondé le midi mieux vaut arriver tôt	[('restaurant miscellaneous', 'negative', 'Restaurant')]
g187095-d1954560-r227348486:0	Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande.	[('service general', 'negative', 'Accueil'), ('service general', 'negative', 'NULL')]
g187095-d1954560-r227348486:1	Comptez trois quarts d'heure pour avoir uniquement le plat.	[('service general', 'negative', 'NULL')]
g187095-d1954560-r227348486:2	D'ailleurs plat qui nous est grossièrement transmit de mains à mains.	[('service general', 'negative', 'NULL')]
g187095-d1954560-r227348486:3	Je n'appelle pas ça un service digne d'un restaurants.	[('service general', 'negative', 'service')]
g187095-d1954560-r227348486:4	Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé.	[('food quality', 'negative', 'viande')]
g187095-d1954560-r227348486:5	Aucune commande de dessert n'a été prise après une demie heure d'attente à la fin du plat.	[('service general', 'negative', 'NULL')]
g187095-d1954560-r227348486:7	Départ aussi désagréable que l'accueil.	[('service general', 'negative', 'accueil'), ('service general', 'negative', 'Départ')]
g187095-d1954560-r227348486:8	Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours.	[('restaurant general', 'negative', 'taverne')]
g187095-d1954560-r227348486:9	Beaucoup trop onéreux pour la qualité des plats.	[('food quality', 'negative', 'plats'), ('restaurant prices', 'negative', 'NULL')]
g187095-d1954560-r227348486:10	Un rapport qualité/prix qui se passe donc de commentaire.	[('restaurant prices', 'negative', 'NULL'), ('food quality', 'neutral', 'qualité/prix')]
g187095-d1954560-r227348486:11	Je déconseille +++ .	[('restaurant general', 'negative', 'NULL')]
g187095-d2489564-r275289811:0	Nous avons rarement mangé des pizza aussi médiocres... pas cuites, mal garnies,...	[('food quality', 'negative', 'pizza')]
g187095-d2489564-r275289811:1	AFFREUX!!! à déconseiller!!!	[('restaurant general', 'negative', 'NULL')]
g187095-d3747513-r268495052:0	Très bon restaurant .Repas effectué le midi en groupe	[('restaurant general', 'positive', 'restaurant')]
g187095-d3747513-r268495052:1	Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant	[('service general', 'positive', 'Service'), ('food style_options', 'positive', 'assiette'), ('service general', 'positive', 'personnel'), ('food style_options', 'positive', 'NULL')]
g187095-d3747513-r268495052:2	Un resto très sympa	[('restaurant general', 'positive', 'resto')]
g187103-d1327074-r281100867:0	endroit décontracté simple.	[('ambience general', 'positive', 'endroit')]
g187103-d1327074-r281100867:1	sans prétention	[('restaurant miscellaneous', 'neutral', 'NULL')]
g187103-d1327074-r281100867:2	mais un moment agréable avec des amis pour un rapport qualité prix imbattable	[('restaurant prices', 'positive', 'NULL'), ('ambience general', 'positive', 'NULL'), ('restaurant general', 'positive', 'NULL')]
g187103-d1327074-r281100867:4	très bonne paella ( pour les connaisseurs ) oui grillée dans le fond comme à Barcelone	[('food quality', 'positive', 'paella')]
g187103-d1327074-r281100867:5	tapas copieuses et bonnes	[('food quality', 'positive', 'tapas'), ('food style_options', 'positive', 'tapas')]
g187103-d1327074-r281100867:6	viandes excellentes pour les amateurs	[('food quality', 'positive', 'viandes')]
g187103-d1327074-r281100867:8	patron atypique mais à connaître.	[('service general', 'positive', 'patron')]
g187103-d1327074-r281100867:9	très à l écoute !!	[('service general', 'positive', 'NULL')]
g187103-d2329304-r282963974:0	1ère fois que le service n'est pas à la hauteur de la cuisine dans les restos que je fréquente à Rennes, dommage.	[('service general', 'negative', 'service')]
g187103-d2329304-r282963974:1	Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant).	[('drinks style_options', 'negative', 'Carte des vins'), ('service general', 'negative', 'patron'), ('drinks style_options', 'negative', 'verre de vin'), ('drinks prices', 'negative', 'verre de vin')]
g187103-d2329304-r282963974:2	La viande est bonne, bien cuite comme demandé.	[('food quality', 'positive', 'viande')]
g187103-d2329304-r282963974:3	Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre.	[('food quality', 'negative', 'frites'), ('food style_options', 'neutral', 'plats')]
g187103-d2329304-r282963974:4	Bref une formule à des prix corrects pour centre ville, un vrai potentiel mais absence de sens commerçant et des petits hics qui coincent...dommage encore, surtout de l'avoir fait à un commerçant des métiers de bouche du coin...	[('food prices', 'neutral', 'formule'), ('restaurant general', 'positive', 'NULL'), ('service general', 'negative', 'NULL')]
g187103-d2356006-r280461370:0	un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose	[('restaurant general', 'positive', 'resto'), ('food quality', 'positive', 'pizzas'), ('food quality', 'positive', 'plats')]
g187103-d2356006-r280461370:1	service tardif possible : pratique après un bon ciné	[('service general', 'positive', 'service')]
g187103-d2356006-r280461370:2	bon accueil	[('service general', 'positive', 'accueil')]
g187111-d2221139-r258427248:1	Il ne dit pas bonjour, baisse la tête, ne vous regarde dans pas dans les yeux et donne ce sentiment que vous le dérangez.	[('service general', 'negative', 'NULL')]
g187111-d2221139-r258427248:3	Il m'a répondu que ça l'ennuyait de travailler un dimanche.	[('service general', 'negative', 'NULL')]
g187111-d2221139-r258427248:4	Je vis à Dijon et c'est bien la dernière fois que j'y mets les pieds.	[('restaurant general', 'negative', 'NULL')]
g187111-d2385660-r284846850:0	"Nous apprécions toujours de nous restaurer ""à l'italienne"" dans ce tout petit resto dijonnais."	[('restaurant general', 'positive', 'resto')]
g187111-d2385660-r284846850:1	Mais la dernière fois, c'était un peu moins bien : la pâte à pizza était difficile à couper, ne faudrait-il pas que le patron achète de nouveaux couteaux, car ceux d'IKEA laissent à désirer pour ce gendre de plats.	[('food quality', 'negative', 'pâte à pizza'), ('restaurant miscellaneous', 'negative', 'NULL')]
g187111-d2385660-r284846850:2	Et toujours aussi difficile de venir manger sans avoir réservé !	[('restaurant miscellaneous', 'negative', 'NULL')]
g187111-d3423656-r282520762:0	Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse.	[('ambience general', 'positive', 'terrasse'), ('location general', 'neutral', 'place du Bareuzay')]
g187111-d3423656-r282520762:1	"La carte est banale, avec une option ""plats bourguignons"" classiques."	[('food style_options', 'negative', 'carte')]
g187111-d3423656-r282520762:2	Carte des vins très limitée en choix aussi bien en quantité qu'en qualité.	[('drinks style_options', 'negative', 'Carte des vins'), ('drinks quality', 'negative', 'Carte des vins')]
g187111-d3423656-r282520762:4	L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également.	[('food quality', 'positive', 'andouillette'), ('food quality', 'positive', 'frites'), ('food quality', 'positive', 'légumes'), ('food quality', 'positive', 'purée')]
g187111-d3423656-r282520762:5	Globalement satisfaisant.	[('restaurant general', 'positive', 'NULL')]
g187111-d3423656-r282520762:6	Rien à reprocher au service si ce n'est la hâte de fermer la boutique !	[('service general', 'neutral', 'service')]
g187111-d5533894-r241388800:0	Sur la forme : l'établissement est plutôt bien décoré, lumineux et agréable, tout à fait dans le style américain.	[('ambience general', 'negative', 'établissement')]
g187111-d5533894-r241388800:1	Le responsable est souriant et accueillant, même s'il en fait parfois un peu trop, mais c'est mieux comme ça.	[('service general', 'positive', 'responsable')]
g187111-d5533894-r241388800:2	Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème.	[('food prices', 'negative', 'assiette'), ('food quality', 'negative', 'assiette')]
g187111-d5533894-r241388800:3	Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.	[('food prices', 'negative', 'hamburgers'), ('food quality', 'negative', 'préparations'), ('food quality', 'negative', 'pain'), ('food style_options', 'negative', 'sandwich'), ('food quality', 'negative', 'frites')]
g187111-d5533894-r241388800:4	En résumé cet établissement c'est un peu comme le Canada Dry, ça ressemble mais ça n'en est pas....	[('restaurant general', 'negative', 'NULL')]
g187122-d2219300-r244953567:1	Si l'accueil et le cadre sont agréables, ne soyez pas pressé, 2h30 pour les menus du jour, ça commence à faire	[('service general', 'positive', 'accueil'), ('ambience general', 'positive', 'cadre'), ('service general', 'negative', 'NULL')]
g187122-d2219300-r244953567:2	En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol	[('food prices', 'negative', 'oeufs mimosa'), ('food style_options', 'negative', 'oeufs mimosa')]
g187122-d2219300-r244953567:3	Je vous passe les plats tièdes et sans saveur appuyée	[('food quality', 'negative', 'plats')]
g187122-d2219300-r244953567:4	Le café offert ne peux pas tout effacer	[('restaurant general', 'negative', 'NULL')]
