id	text	labels
55	Auch das Kalbsschnitzel mit warmen Kartoffel-Gurkensalat sehr schön auf einem Holzbrett und einem Töpfchen serviert war sehr lecker.	"['(""food quality"", ""positive"", ""Kalbsschnitzel mit warmen Kartoffel-Gurkensalat"")']"
56	Auch das Personal ist sehr freundlich, hilfsbereit und zuvorkommend!	"['(""service general"", ""positive"", ""Personal"")']"
57	Auch der Murrejubbel Knödel und vor allem das LOC mit Apfelreduktion war ein Highlight.	"['(""food quality"", ""positive"", ""Murrejubbel Knödel"")', '(""food quality"", ""positive"", ""LOC mit Apfelreduktion"")']"
58	Auch der Service war aufmerksam, freundlich und kompetent	"['(""service general"", ""positive"", ""Service"")']"
59	Auch der bestellte Wein kam erst nach dem Essen.	"['(""service general"", ""negative"", ""Wein"")']"
60	Auch die Ansprache Süßmaus bei der nächsten Gelegenheit war eher unpassend.	"['(""service general"", ""negative"", ""NULL"")']"
61	Auch die Gaststube verströmt ein gewachsenes authentisches Ambiente, wie es in LOC nur noch selten zu finden ist.	"['(""ambience general"", ""positive"", ""Ambiente"")']"
62	Auch die Lage ist wie in „ bella Italia“.	"['(""ambience general"", ""positive"", ""Lage"")']"
63	Auch die Schnitzel kamen innerhalb einer 5-Minuten Frist und waren Massenware.	"['(""food quality"", ""negative"", ""Schnitzel"")']"
64	Auch die Wein Empfehlung war super.	"['(""drinks quality"", ""positive"", ""Wein Empfehlung"")']"
65	Auch wenn das Ambiente nicht so ansprechend war, hat uns doch das Konzept und die Frische der Speisen überzeugt.	"['(""ambience general"", ""negative"", ""Ambiente"")', '(""food quality"", ""positive"", ""Speisen"")']"
66	Auch wirklich gut und habe ich auch noch nie gegessen.	"['(""food quality"", ""positive"", ""NULL"")']"
67	Auf diesen recht lieblos angerichteten - und gerade so : essbaren Burger mussten wir über eine Stunde (!!!)	"['(""service general"", ""negative"", ""NULL"")', '(""food style_options"", ""negative"", ""Burger"")']"
68	Auf ein zwei schöne Biere kommen wir sicher wieder, essen werden wir vermutlich nicht mehr.	"['(""drinks quality"", ""positive"", ""Biere"")', '(""food quality"", ""negative"", ""essen"")']"
69	Auf meine Beschwerde hin wurde mir gesagt, dass das bayrische Bier eben viel Schaum habe.	"['(""service general"", ""negative"", ""NULL"")']"
70	Auf übermäßig Freundlichkeit des Service verzichtet man.	"['(""service general"", ""negative"", ""Service"")']"
71	Authentisches griechisches Essen für einen super Preis.	"['(""food quality"", ""positive"", ""Essen"")', '(""food prices"", ""positive"", ""Essen"")']"
72	Außerordentlich freundliches und aufmerksames Personal.	"['(""service general"", ""positive"", ""Personal"")']"
73	Bahnhofs-Atmosphäre.. 19:35 kam die Vorspeise, wir mussten nach Besteck fragen… 19:45 kam die Hauptspeise, obwohl wir noch mit der Vorspeise beschäftigt waren.	"['(""ambience general"", ""negative"", ""Bahnhofs-Atmosphäre"")', '(""service general"", ""negative"", ""NULL"")']"
74	Bald wieder!	"['(""restaurant general"", ""positive"", ""NULL"")']"
75	Bedienung leider nicht aufmerksam.	"['(""service general"", ""negative"", ""Bedienung"")']"
76	Bedienung sehr freundlich, top!	"['(""service general"", ""positive"", ""Bedienung"")']"
77	Bedienung war zuvorkommend und schnell.	"['(""service general"", ""positive"", ""Bedienung"")']"
78	Bedienungen sprechen teilweise nur gebrochen deutsch, ich wurde trotz vieler freier Tische abgewiesen mit der Begründung „nicht genügend Personal“ …..	"['(""service general"", ""negative"", ""Bedienungen"")']"
79	Bei einer sehr freundlichen Kellnerin zwei Kölsch bestellt.	"['(""service general"", ""positive"", ""Kellnerin"")']"
80	Bei mir war es nicht viel besser.	"['(""restaurant general"", ""negative"", ""NULL"")']"
81	Beides sehr gut.	"['(""restaurant general"", ""positive"", ""NULL"")']"
82	Beides wurde einzeln gebracht mit einer Verzögerung von 10min.	"['(""service general"", ""negative"", ""Verzögerung"")']"
83	Beim Bezahlen gaben wir dem Kellner dann Trinkgeld, was scheinbar nicht ausreichend war, weil er uns mit den Worten „ach heute ist nicht mehr drin?“ verabschiedete.	"['(""service general"", ""negative"", ""Kellner"")']"
84	Beim Cheeseburger war nur eine Spur Cheese aufgelegt.	"['(""food quality"", ""negative"", ""Cheeseburger"")']"
85	Beim Schweinebraten hat die Würze gefehlt, der dazugehörige Salat war fantastisch, die Kruste auch, der Kartoffelknödel war essbar, der Semmelknödel weniger.	"['(""food quality"", ""negative"", ""Schweinebraten"")', '(""food quality"", ""positive"", ""Salat"")', '(""food quality"", ""positive"", ""Kruste"")', '(""food quality"", ""positive"", ""Kartoffelknödel"")', '(""food quality"", ""negative"", ""Semmelknödel"")']"
86	Beim Thai mixed Starter fehlten unkommentiert zwei auf der Speisekarte angekündigte Komponenten.	"['(""food quality"", ""negative"", ""Thai mixed Starter"")']"
87	Beim dritten Versuch war das Fleisch schon wieder kalt.	"['(""food quality"", ""negative"", ""Fleisch"")']"
88	Beim zweiten Mal waren wir uns einig - so geht‘s nicht.	"['(""restaurant general"", ""negative"", ""NULL"")']"
89	Belag teilweise Tiefkühlware.	"['(""food quality"", ""negative"", ""Belag"")']"
90	Bereits die Online-Reservierung war komplett unkompliziert.	"['(""service general"", ""positive"", ""NULL"")']"
91	Besonders das Lachsfilet war sehr lecker.	"['(""food quality"", ""positive"", ""Lachsfilet"")']"
92	Besonders für die liebe Bedienung , den netten Kellner und den aufmerksamen Service von (Luca) waren wir total dankbar 🤗 und das Dessert ( Cassata Siciliana) mmm unglaublich lecker 😋	"['(""service general"", ""positive"", ""Bedienung"")', '(""service general"", ""positive"", ""Kellner"")', '(""food quality"", ""positive"", ""Dessert"")', '(""service general"", ""positive"", ""Luca"")']"
93	Besonders hervorzuheben, war der Kellner Jacques.	"['(""service general"", ""positive"", ""Jacques"")']"
94	Besser nicht!	"['(""restaurant general"", ""negative"", ""NULL"")']"
95	Bier wird zwischenzeitlich warm.	"['(""drinks quality"", ""negative"", ""Bier"")']"
96	Bifteki nicht gefüllt, aber dafür mit guter Schafskäse Sauce, Lammmediallions zäh und doch eher trocken.	"['(""food quality"", ""negative"", ""Lammmediallions"")', '(""food quality"", ""negative"", ""Bifteki"")', '(""food quality"", ""positive"", ""Schafskäse Sauce"")']"
97	Bin total enttäuscht dieses Restaurant zu so einen besonderen Tag rausgesucht zu haben.	"['(""restaurant general"", ""negative"", ""Restaurant"")']"
98	Bis Pasta fertig ist, ist das Bier endgültig warm.	"['(""service general"", ""negative"", ""NULL"")']"
99	Bis endlich die Rechnung kam, dauerte es wieder ca.30min.	"['(""service general"", ""negative"", ""Rechnung"")']"
100	Brandy rundeten diesen einmaligen Abend ab.	"['(""drinks quality"", ""positive"", ""Brandy"")']"
101	Bratkartoffeln waren etwas arg hell ind die Zwiebeln auf dem Rostbraten etwas arg dunkel… aber ansonsten ein ordentliches Lokal im Herzen von LOC	"['(""food quality"", ""negative"", ""Bratkartoffeln"")', '(""food quality"", ""negative"", ""Zwiebeln"")', '(""restaurant general"", ""positive"", ""Lokal"")', '(""location general"", ""positive"", ""Herzen von LOC"")']"
102	Bravo, wir kommen gerne wieder	"['(""restaurant general"", ""positive"", ""NULL"")']"
103	Carpaccio ein Traum 😍 Leider war bei einem Steak der Gargrad falsch, darf eigentlich nicht passieren in so einem Haus.	"['(""food quality"", ""positive"", ""Carpaccio"")', '(""food quality"", ""negative"", ""Steak"")']"
104	Da gibt es in LOC diverse Restaurants, wo es besser schmeckt und sich als Gast auch wohlfühlen kann.	"['(""ambience general"", ""negative"", ""NULL"")', '(""food quality"", ""negative"", ""NULL"")']"
105	Da gibt es überhaupt nichts zu meckern.	"['(""restaurant general"", ""negative"", ""NULL"")']"
106	Da kann auch der Service für unsere 50-köpfige Truppe noch so verbesserungswürdig sein ...	"['(""service general"", ""negative"", ""Service"")']"
107	Da passt das unverschämte Servicepersonal ideal dazu.	"['(""service general"", ""negative"", ""Servicepersonal"")']"
108	Da war dann immer noch ordentlich Salz drin, aber es war essbar.	"['(""food quality"", ""neutral"", ""NULL"")']"
109	Dafür ist die Auswahl an Getränken sehr ordentlich.	"['(""drinks style_options"", ""positive"", ""Auswahl an Getränken"")']"
110	Danach ging allerdings alles im Schneckentempo.	"['(""service general"", ""negative"", ""NULL"")']"
111	Dank Lena haben wir den ersten Abend in LOC sehr genossen!	"['(""restaurant general"", ""positive"", ""NULL"")', '(""service general"", ""positive"", ""Lena"")']"
112	Danke für die tolle Zeit bei Euch!	"['(""restaurant general"", ""positive"", ""NULL"")']"
113	Dann LOC Knipp - Knipp, Gurken und Apfelmus fein, kann man nicht viel falsch machen.	"['(""food quality"", ""positive"", ""Gurken"")', '(""food quality"", ""positive"", ""Apfelmus"")']"
114	Dann war leider auch noch mein Schwertfisch nicht essbar, weil noch roh ( damit meine ich nicht glasig, sondern wirklich noch komplett roh auf einer Seite) und musste reklamiert werden.	"['(""food quality"", ""negative"", ""Schwertfisch"")']"
115	Darauf angesprochen meint der „Oberkellner“ nur: „Ich habe alles bestellt, ich bin aus dem Schneider.	"['(""service general"", ""negative"", ""Oberkellner"")']"
116	Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei.	"['(""service general"", ""negative"", ""NULL"")']"
117	Das Abendmenü hat uns sehr überzeugt und wir haben noch einen passenden Rotwein für den Hauptgang bestellt.	"['(""food quality"", ""positive"", ""Abendmenü"")']"
118	Das Ambiente ist charmant, das Essen köstlich und das Personal freundlich.	"['(""ambience general"", ""positive"", ""Ambiente"")', '(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Personal"")']"
119	Das Ambiente ist natürlich besonders.	"['(""ambience general"", ""positive"", ""Ambiente"")']"
120	Das Ambiente ist ok, aber für die Preislage nichts Besonderes.	"['(""restaurant prices"", ""neutral"", ""Preislage"")', '(""ambience general"", ""neutral"", ""Ambiente"")']"
121	Das Ambiente war dementsprechend durchschnittlich und die Umgebungsgeräusche sehr laut.	"['(""ambience general"", ""neutral"", ""Ambiente"")', '(""ambience general"", ""negative"", ""Umgebungsgeräusche"")']"
122	Das Bier im RESTAURANT_NAME ist einfach top.	"['(""drinks quality"", ""positive"", ""Bier"")']"
123	Das Bier mit 3,60€/ 0,3l zu teuer.	"['(""drinks prices"", ""negative"", ""Bier"")']"
124	Das Bier schmeckt und die Köbes haben die liebenswerte witzige Art.	"['(""drinks quality"", ""positive"", ""Bier"")', '(""service general"", ""positive"", ""Köbes"")']"
125	Das Brot war total altbacken und überhaupt nicht frisch.	"['(""food quality"", ""negative"", ""Brot"")']"
126	Das Cafe ist eine Augenweide	"['(""restaurant miscellaneous"", ""positive"", ""Cafe"")']"
127	Das Carpaccio war sehr lecker.	"['(""food quality"", ""positive"", ""Carpaccio"")']"
128	Das Eis dazu war zu dominant.	"['(""food quality"", ""negative"", ""Eis"")']"
129	Das Essen (Tapas und zwei Fleischgerichte) waren alle sehr frisch zubereitet und ausnahmslos lecker.	"['(""food quality"", ""positive"", ""Essen"")', '(""food quality"", ""positive"", ""Tapas"")', '(""food quality"", ""positive"", ""Fleischgerichte"")']"
130	Das Essen gegenüber im LOC war hervorragend.	"['(""food quality"", ""positive"", ""Essen"")']"
131	Das Essen ist ebenfalls gut.	"['(""food quality"", ""positive"", ""Essen"")']"
132	Das Essen ist mega.	"['(""food quality"", ""positive"", ""Essen"")']"
133	Das Essen ist mit sehr viel Deko streckenweise stark überlastet, was leider beim Rindertartar dazu führte, dass das Fleisch geschmacklich komplett unter Perlzwiebeln, Sauce und Sprossen unterging.	"['(""food style_options"", ""negative"", ""Deko"")', '(""food quality"", ""negative"", ""Essen"")', '(""food quality"", ""negative"", ""Rindertartar"")']"
134	Das Essen ist okay mehr aber auch nicht.	"['(""food quality"", ""neutral"", ""Essen"")']"
135	Das Essen ist zwar etwas teurer als sonst beim LOC, aber auch um mindestens 2 Klassen besser.	"['(""food quality"", ""positive"", ""Essen"")', '(""food prices"", ""negative"", ""Essen"")']"
136	Das Essen schmeckte wirklich herrvorragend und das Personal war sehr aufmerksam und freundlich.	"['(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Personal"")']"
137	Das Essen und der Service war ausgesprochen gut.	"['(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Service"")']"
138	Das Essen und die Bedienung ist wunderbar.	"['(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Bedienung"")']"
139	Das Essen verdient das Prädikat gut.	"['(""food quality"", ""positive"", ""Essen"")']"
140	Das Essen war auch nur ok, für den Preis eine Frechheit.	"['(""food quality"", ""neutral"", ""Essen"")', '(""food prices"", ""negative"", ""Essen"")']"
141	Das Essen war außerdem nicht warm genug, die Gambas trocken und der Lauch war alt und hart und ungenießbar.	"['(""food quality"", ""negative"", ""Essen"")', '(""food quality"", ""negative"", ""Gambas"")', '(""food quality"", ""negative"", ""Lauch"")']"
142	Das Essen war bisher immer Klasse.	"['(""food quality"", ""positive"", ""Essen"")']"
143	Das Essen war ein Genuß.	"['(""food quality"", ""positive"", ""Essen"")']"
144	Das Essen war ganz in Ordnung.	"['(""food quality"", ""neutral"", ""Essen"")']"
145	Das Essen war großartig und in guten Portionen.	"['(""food quality"", ""positive"", ""Essen"")', '(""food style_options"", ""positive"", ""Portionen"")']"
146	Das Essen war guter Standard.	"['(""food quality"", ""positive"", ""Essen"")']"
147	Das Essen war in Ordnung, der Service Durchschnitt, der Preis mittel.	"['(""food quality"", ""neutral"", ""Essen"")', '(""service general"", ""neutral"", ""Service"")', '(""food prices"", ""neutral"", ""Preis"")']"
148	Das Essen war in Ordnung.	"['(""food quality"", ""neutral"", ""Essen"")']"
149	Das Essen war lecker, auch die Bedienung hat uns sehr freundlich bedient.	"['(""food quality"", ""positive"", ""Essen"")', '(""service general"", ""positive"", ""Bedienung"")']"
150	"Das Essen war maximal auf Burger King Niveau - das sollte allerdings für solch ein großes bekanntes Restaurant bzw. ""Café"" nicht der Anspruch sein."	"['(""food quality"", ""negative"", ""Essen"")']"
151	Das Essen war sehr gut (grosse Portionen).	"['(""food quality"", ""positive"", ""Essen"")', '(""food style_options"", ""positive"", ""Portionen"")']"
152	Das Essen war sehr gut!	"['(""food quality"", ""positive"", ""Essen"")']"
153	Das Essen war selbstverständlich ausgezeichnet, aber meine größte Überraschung war, dass es für mich (Autofahrer) eine alkoholfreie „Wein“begleitung zum Menü gab, die der echten in nichts nachstand.	"['(""food quality"", ""positive"", ""Essen"")', '(""drinks quality"", ""positive"", ""„Wein“begleitung"")']"
154	Das Essen war soweit in Ordnung, Standard würde ich sagen dafür aber 2-3 Euro zu teuer.	"['(""food quality"", ""neutral"", ""Essen"")', '(""food prices"", ""negative"", ""Essen"")']"
155	Das Essen war super.	"['(""food quality"", ""positive"", ""Essen"")']"
156	Das Essen war, wie nicht anders zu erwarten, wieder ein Gedicht.	"['(""food quality"", ""positive"", ""Essen"")']"
157	Das Essen wird auf heißen Tellern serviert, ist frisch und sehr lecker.	"['(""food quality"", ""positive"", ""Essen"")']"
158	Das Fleisch des Brauhaustellers war ungenießbar!	"['(""food quality"", ""negative"", ""Fleisch"")']"
159	Das Fleisch ist toll, die Sauce raffiniert.	"['(""food quality"", ""positive"", ""Fleisch"")', '(""food quality"", ""positive"", ""Sauce"")']"
160	Das Fleisch war in Ordnung, die Bratkartoffeln waren jedoch nicht knusprig, sondern trieften vor Fett.	"['(""food quality"", ""neutral"", ""Fleisch"")', '(""food quality"", ""negative"", ""Bratkartoffeln"")']"
161	Das Fleisch war trocken, weil es fast durchgebraten war.	"['(""food quality"", ""negative"", ""Fleisch"")']"
162	Das Frühstück ist sehr schmackhaft und vielfältig.	"['(""food quality"", ""positive"", ""Frühstück"")', '(""food style_options"", ""positive"", ""Frühstück"")']"
163	Das Gasthaus lebt von der Atmosphäre.	"['(""ambience general"", ""positive"", ""Atmosphäre"")']"
164	Das Kartoffelgratin war ebenfalls von trockener Konsistenz.	"['(""food quality"", ""negative"", ""Kartoffelgratin"")']"
165	Das LOC ist ein Haus mit Tradition (seit 1765) und damit für jeden Dresden-Besucher ein absolutes Muss.	"['(""restaurant miscellaneous"", ""positive"", ""LOC"")']"
166	Das LOC ist sicherlich eines der besten in LOC.	"['(""restaurant general"", ""positive"", ""LOC"")']"
167	Das LOC schmeckte sehr gut, die hausgemachten Spätzle exzellent.	"['(""food quality"", ""positive"", ""LOC"")', '(""food quality"", ""positive"", ""Spätzle"")']"
168	Das LOC verbrannt,ungenießbar.	"['(""food quality"", ""negative"", ""LOC"")']"
169	Das LOC war kalt, daher zäh und komplett versalzen.	"['(""food quality"", ""negative"", ""LOC"")']"
170	Das Lokal war trotz Wochenende wirklich schlecht besucht, so hoch wie ich die Preise in Erinnerung hatte, waren sie aber gar nicht.	"['(""restaurant prices"", ""neutral"", ""Preise"")']"
171	Das Personal - drei Personen- diskutierte lautstark eigene Probleme und saß dabei phasenweise mit dem Rücken zu den wenigen Gästen an einem Tisch.	"['(""service general"", ""negative"", ""Personal"")']"
172	Das Personal freundlich.	"['(""service general"", ""positive"", ""Personal"")']"
173	Das Personal ist kompetent, aber auch hier geht es dem Restaurantbetreiber wohl inzwischen mehr um die Gewinn Maximierung, als um die Zufriedenheit der verwöhnten Gästen.	"['(""service general"", ""positive"", ""Personal"")', '(""service general"", ""negative"", ""Restaurantbetreiber"")', '(""restaurant prices"", ""negative"", ""Gewinn Maximierung"")']"
174	Das Personal ist leicht arrogant und nicht besonders freundlich.	"['(""service general"", ""negative"", ""Personal"")']"
175	Das Personal ist nur aufgesetzt freundlich, das Essen Durchschnitt, die Speisenauswahl wenig attraktiv.	"['(""food quality"", ""neutral"", ""Essen"")', '(""food style_options"", ""negative"", ""Speisenauswahl"")', '(""service general"", ""negative"", ""Personal"")']"
176	Das Personal ist sehr nett und freundlich.	"['(""service general"", ""positive"", ""Personal"")']"
177	Das Personal sehr nett und aufmerksam, größtenteils viel jünger als wir.	"['(""service general"", ""positive"", ""Personal"")']"
178	Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten.	"['(""service general"", ""positive"", ""Personal"")', '(""ambience general"", ""positive"", ""Interieur"")']"
179	Das Personal war extrem gehetzt und relativ kurz angebunden.	"['(""service general"", ""negative"", ""Personal"")']"
180	Das Personal war herzlich und aufmerksam.	"['(""service general"", ""positive"", ""Personal"")']"
181	Das Personal war sehr freundlich und aufmerksam.	"['(""service general"", ""positive"", ""Personal"")']"
182	Das Personal war sehr freundlich.	"['(""service general"", ""positive"", ""Personal"")']"
183	Das Preis- Leistungsverhältnis ist für die LOC eher günstig.	"['(""restaurant prices"", ""positive"", ""Preis- Leistungsverhältnis"")']"
184	Das Preis-Leistungsverhältnis nach unserem Empfinden nicht in Ordnung.	"['(""restaurant prices"", ""negative"", ""Preis-Leistungsverhältnis"")']"
185	Das Restaurant bietet für jeden Geschmack etwas.	"['(""food quality"", ""positive"", ""Geschmack"")']"
186	Das Restaurant ist laut, der Kellner hatte schlechte Laune und das Essen war mittelmässig.	"['(""ambience general"", ""negative"", ""Restaurant"")', '(""service general"", ""negative"", ""Kellner"")', '(""food quality"", ""neutral"", ""Essen"")']"
187	Das Restaurant ist sehr zentral gelegen, gerade beim LOC.	"['(""location general"", ""positive"", ""Restaurant"")']"
188	Das Schnitzel (zwei längliche Schnitzelstücke) war von Form und Beschaffenheit der Panade ein Convenient-Produkt.	"['(""food quality"", ""negative"", ""Schnitzel"")', '(""food quality"", ""negative"", ""Schnitzelstücke"")']"
189	Das Schnitzel meiner Frau war aus der Fritteuse, die Bratkartoffeln geschmacklos und kaum angebraten.	"['(""food quality"", ""negative"", ""Bratkartoffeln"")']"
